ecephys_session_id,held_probe,n_train_cells,n_held_cells,baseline_held_error_deg,candidate_held_error_deg,chosen_dtheta_deg,chosen_dscale,improvement_deg
771990200,773654723,198,54,28.809567977252712,26.215307502941144,8.0,0.875,2.594260474311568
771990200,773654726,212,40,36.97352712097629,37.74856151330781,8.0,0.9249999999999999,-0.7750343923315199
771990200,773654728,156,96,22.02715708964788,15.055043860090471,6.0,1.125,6.972113229557408
771990200,773654732,219,33,44.035531883435596,53.95466840985577,8.0,0.9249999999999999,-9.919136526420175
771990200,773654734,223,29,18.769438211674053,26.600397347252105,7.0,1.125,-7.830959135578052
773418906,792676154,300,25,29.431196616194264,17.62644500950551,7.0,1.075,11.804751606688754
773418906,792676158,226,99,24.038445847867003,22.46452198097098,8.0,1.15,1.573923866896024
773418906,792676160,231,94,38.866621561460306,27.978684165309684,4.0,1.0499999999999998,10.887937396150623
773418906,792676162,253,72,63.18652403383551,54.472509059147626,8.0,1.0499999999999998,8.714014974687885
773418906,792676164,290,35,28.022929695340565,21.582730862714634,6.0,1.0999999999999999,6.440198832625931
774875821,792602650,390,60,49.80361529610582,59.3200162547819,8.0,0.875,-9.51640095867608
774875821,792602654,316,134,17.53056644669192,24.952880842915185,8.0,1.15,-7.422314396223264
774875821,792602656,370,80,23.3125680200434,15.442874766794391,8.0,1.0,7.869693253249009
774875821,792602658,340,110,33.03294235463548,31.508396509342166,8.0,0.9249999999999999,1.5245458452933143
774875821,792602660,384,66,15.655226536552334,12.328143844017823,8.0,1.025,3.3270826925345105
778240327,792607545,386,69,37.50953052711971,20.10918184400078,7.0,1.15,17.400348683118928
778240327,792607547,406,49,37.06506305868679,40.22826882956753,7.0,1.15,-3.1632057708807437
778240327,792607549,326,129,16.846215301353812,13.771807940444223,8.0,1.15,3.074407360909589
778240327,792607553,367,88,26.178567387181317,22.85148067466953,8.0,1.15,3.327086712511786
778240327,792607557,356,99,33.24193811194966,20.66707959672919,8.0,1.125,12.574858515220466
778240327,792607559,434,21,17.9913574959853,8.455240339497042,6.0,1.125,9.53611715648826
778998620,792626841,289,56,30.733839229223783,32.241049067631494,0.0,1.15,-1.5072098384077108
778998620,792626844,285,60,39.78251849074162,31.148580960906784,7.0,1.15,8.633937529834839
778998620,792626847,222,123,23.263906862247914,25.468711112490862,-5.0,1.15,-2.2048042502429475
778998620,792626851,300,45,42.292338445038446,37.76513878646216,-4.0,1.15,4.527199658576286
778998620,792626853,323,22,44.0661725294321,50.10262175261751,-5.0,1.15,-6.036449223185407
778998620,792626855,306,39,47.37865075883479,36.42231397638144,-6.0,1.15,10.956336782453349
779839471,792645490,215,48,42.33266913177199,52.9911706121309,-3.0,0.85,-10.658501480358908
779839471,792645493,221,42,46.384923691503566,51.97306644316253,-1.0,0.875,-5.588142751658964
779839471,792645497,117,146,29.77813031920181,31.8773929288325,1.0,0.8999999999999999,-2.0992626096306886
779839471,792645504,236,27,20.6103615369397,27.28099486741531,5.0,1.075,-6.67063333047561
781842082,792586876,313,68,40.07159290663461,43.42080322102936,-3.0,1.15,-3.349210314394746
781842082,792586881,276,105,49.120240085741166,40.31752281570404,8.0,1.15,8.802717270037128
781842082,792586883,307,74,31.967939333041414,18.399681886136804,8.0,1.15,13.56825744690461
781842082,792586887,296,85,57.036686568884775,51.66182181575895,1.0,1.0999999999999999,5.374864753125827
781842082,792586891,332,49,20.76241206815522,13.308036462102883,8.0,1.15,7.454375606052338
786091066,792623916,473,103,40.110425525724985,21.92006544141849,7.0,1.15,18.190360084306494
786091066,792623919,501,75,63.267823316932294,49.66304022334557,8.0,1.15,13.604783093586725
786091066,792623921,441,135,20.0747109345088,20.004028426852248,8.0,1.15,0.07068250765655293
786091066,792623925,490,86,46.40145018324657,29.038932789217313,8.0,1.15,17.362517394029254
786091066,792623928,464,112,61.43060098140598,44.877447941071054,7.0,1.15,16.553153040334927
786091066,792623931,511,65,20.047570040041023,16.0249829197147,8.0,1.15,4.022587120326325
787025148,792586836,152,63,43.356854051451265,46.79919895831661,-4.0,1.075,-3.442344906865344
787025148,792586842,110,105,31.405841886354736,23.349436322621465,4.0,1.15,8.056405563733271
787025148,792586848,179,36,42.46521536158325,39.44735686903148,1.0,1.0499999999999998,3.017858492551767
787025148,792586852,204,11,12.341555023796452,31.38408393230846,8.0,1.15,-19.042528908512008
789848216,805002031,156,24,16.391398377534593,35.434537049679406,-2.0,1.15,-19.043138672144813
789848216,805002033,120,60,20.09641041889024,20.992534862130064,7.0,1.025,-0.8961244432398239
789848216,805002035,159,21,20.21687660309438,45.04080083770798,-4.0,1.15,-24.823924234613596
791319847,805008600,293,56,27.072862928608544,21.14718673538244,8.0,0.95,5.925676193226103
791319847,805008602,324,25,31.363169521968484,32.202418018922394,8.0,1.025,-0.8392484969539105
791319847,805008604,223,126,13.169447927838402,12.446423037172945,2.0,1.0499999999999998,0.7230248906654566
791319847,805008606,295,54,34.24376273194177,33.90957251890357,8.0,1.0499999999999998,0.3341902130381982
791319847,805008608,322,27,45.44451449617251,44.93622095743316,7.0,1.025,0.5082935387393519
791319847,805008610,288,61,12.967044170398246,13.423408601109438,0.0,1.0499999999999998,-0.4563644307111918
793224716,805124806,127,126,14.486969982055673,17.721497986090725,7.0,1.15,-3.2345280040350524
793224716,805124809,211,42,22.32492264642683,30.61410564350561,-8.0,1.125,-8.289182997078779
793224716,805124812,210,43,41.88201593479609,42.29402577468201,8.0,1.15,-0.41200983988592554
793224716,805124815,211,42,27.5675661731335,35.514226338947765,7.0,1.15,-7.946660165814265
794812542,810758777,309,74,40.93496149749859,28.987394152489912,8.0,1.0999999999999999,11.947567345008679
794812542,810758779,339,44,75.9829935087759,73.15225985862398,8.0,1.15,2.8307336501519273
794812542,810758781,272,111,25.231379483795568,26.415925113695334,8.0,1.0999999999999999,-1.184545629899766
794812542,810758783,301,82,40.640829634648895,31.740256999073814,8.0,1.15,8.900572635575081
794812542,810758785,342,41,44.59570979604582,42.101625226969716,8.0,1.15,2.494084569076101
794812542,810758787,352,31,24.401734068592372,21.245593041276056,8.0,1.0999999999999999,3.156141027316316
797828357,805579734,283,57,42.14569737465783,40.26764788197784,7.0,1.125,1.8780494926799918
797828357,805579738,318,22,37.017048556381,38.34136218838543,2.0,1.15,-1.3243136320044329
797828357,805579741,224,116,28.06996007676657,26.130984475226413,3.0,1.15,1.9389756015401574
797828357,805579745,259,81,51.46035215516862,62.79982569580504,-8.0,1.0999999999999999,-11.339473540636419
797828357,805579749,294,46,45.939651206000015,51.44722685013299,-8.0,1.0999999999999999,-5.507575644132977
797828357,805579753,322,18,34.713374405145956,31.33951802662187,7.0,1.0999999999999999,3.373856378524085
798911424,800036196,404,74,33.93726807992496,31.33782904399836,-2.0,1.15,2.5994390359266006
798911424,800036198,423,55,56.90553339565339,45.84398595544247,2.0,1.15,11.061547440210923
798911424,800036200,352,126,21.57021286923491,18.315511449286554,5.0,1.0999999999999999,3.2547014199483577
798911424,800036202,395,83,23.577905513291412,22.229639183248473,7.0,1.0999999999999999,1.3482663300429394
798911424,800036204,378,100,33.31283385511476,28.894257724221994,1.0,1.0999999999999999,4.418576130892767
798911424,800036206,438,40,16.736181078859868,15.011773346634651,7.0,1.075,1.7244077322252167
799864342,805579698,280,47,30.475122511071444,43.89641808040733,6.0,1.15,-13.421295569335886
799864342,805579703,200,127,55.7458528678967,45.53173911864595,-3.0,1.125,10.21411374925075
799864342,805579706,279,48,41.836447659831975,34.46614129594565,-8.0,1.15,7.370306363886328
799864342,805579710,253,74,75.48712378993639,67.8843909685464,-8.0,1.0999999999999999,7.602732821389992
799864342,805579713,296,31,24.546561538482496,15.95048337897709,-5.0,1.15,8.596078159505407
816200189,836943713,255,67,20.827436488820773,14.000049542407794,7.0,1.125,6.827386946412979
816200189,836943715,238,84,19.099454941979836,13.23235277215031,8.0,1.15,5.867102169829526
816200189,836943717,229,93,7.865281656910537,10.310824431944653,5.0,1.15,-2.4455427750341157
816200189,836943719,244,78,25.692487796931495,21.957810550709002,5.0,1.125,3.7346772462224926
829720705,832129149,325,73,41.117312390737105,38.551222634017265,-1.0,1.125,2.5660897567198404
829720705,832129154,335,63,34.31459869442776,35.15201191183394,8.0,1.025,-0.8374132174061799
829720705,832129157,296,102,39.046923235093075,38.6777989302214,3.0,1.0,0.3691243048716757
829720705,832129159,321,77,27.19782970524235,37.35723764303434,8.0,1.0,-10.15940793779199
829720705,832129161,315,83,24.167772970175125,32.07592050235893,-7.0,1.15,-7.908147532183808
831882777,832810573,232,78,29.52786789381497,26.856189214117265,8.0,1.0999999999999999,2.671678679697706
831882777,832810576,241,69,44.53820335374739,39.092872270438676,8.0,1.125,5.445331083308716
831882777,832810578,233,77,27.466430541166435,27.468082565186183,2.0,1.0499999999999998,-0.0016520240197479552
831882777,832810582,224,86,37.29138321199284,33.169728431943355,1.0,1.15,4.121654780049482
835479236,837761710,209,62,67.7823254534548,70.1489293832516,-8.0,1.0,-2.3666039297967956
835479236,837761712,180,91,57.088684405882795,64.44024002908259,8.0,1.025,-7.351555623199793
835479236,837761714,221,50,39.78401381054115,51.630730943114834,-8.0,0.85,-11.846717132573687
835479236,837761716,203,68,28.256039245989374,24.769112097450297,-5.0,1.0499999999999998,3.4869271485390776
839068429,841435557,281,48,45.892918186769094,39.22849890438572,5.0,0.975,6.664419282383378
839068429,841435559,265,64,15.379720680499478,18.92475785173501,8.0,1.075,-3.5450371712355313
839068429,868929135,264,65,42.01201077696073,36.05907450829591,6.0,0.975,5.952936268664821
839068429,868929138,217,112,20.146241825461995,23.534330338466543,8.0,1.075,-3.388088513004547
839068429,868929142,289,40,20.17575744584222,12.803933950460976,8.0,1.075,7.371823495381243
840012044,841431754,336,49,23.715235283522897,16.104375480052266,8.0,1.075,7.610859803470632
840012044,841431758,326,59,20.813198205649144,10.48068329318452,5.0,1.125,10.332514912464625
840012044,868297127,305,80,31.04255978318176,20.84969152884813,8.0,1.0499999999999998,10.192868254333629
840012044,868297129,305,80,7.996282273695374,9.907974119485143,8.0,1.0,-1.9116918457897691
840012044,868297131,312,73,14.956622535668487,14.417940540176383,6.0,1.125,0.5386819954921034
840012044,868297133,341,44,30.887487333806035,22.497075805084577,8.0,1.0999999999999999,8.390411528721458
847657808,848037568,356,58,49.01792148822245,39.93323430905535,7.0,1.125,9.084687179167098
847657808,848037570,370,44,25.571439307996346,18.089818315405893,1.0,1.15,7.481620992590454
847657808,848037572,332,82,31.42403207708528,21.957335007741897,4.0,1.15,9.466697069343383
847657808,848037574,297,117,44.284002451258885,26.968179229013224,5.0,1.15,17.315823222245662
847657808,848037576,349,65,51.667419081379556,36.152503472652306,8.0,1.15,15.51491560872725
847657808,848037578,366,48,31.318791622940992,30.892265503170197,8.0,1.0999999999999999,0.426526119770795
