ecephys_unit_id,ecephys_session_id,ecephys_structure_acronym,group,p_value_rf,snr,firing_rate_dg,released_area_rf_deg2,released_width_rf_deg,released_height_rf_deg,map_mean,map_max,threshold_azimuth_deg,threshold_elevation_deg,threshold_area_deg2,threshold_component_touches_edge,allen_success,allen_center_azimuth_deg,allen_center_elevation_deg,allen_sigma_x_deg,allen_sigma_y_deg,allen_rmse,corrected_success,corrected_at_bound,corrected_sigma_upper_bound,corrected_center_bound,corrected_baseline,corrected_center_azimuth_deg,corrected_center_elevation_deg,corrected_sigma_x_deg,corrected_sigma_y_deg,corrected_rmse,fit_exception,allen_major_sigma_deg,allen_halfmax_area_deg2,corrected_major_sigma_deg,corrected_halfmax_area_deg2,published_like_qc,allen_finite,corrected_censored
951858643,737581020,VISrl,HVA,0,1.914632,1.280847,500,24.667092,154.67938,80.580247,370,10,5,400,True,False,45.455978,-866.04656,24.667093,154.6794,107.85173,True,False,False,False,44.314714,6.0329953,4.7676744,14.996957,18.511486,12.414651,,154.6794,16617.121,18.511486,1209.0653,True,True,False
951858697,737581020,VISrl,HVA,0,1.044383,4.5727139,200,27.168746,218.24271,22.679012,106,10,5,200,True,False,44.464673,-1278.5509,27.168746,218.24273,24.099762,True,False,False,False,16.202624,6.1048347,5.4333807,11.651854,15.340647,5.1265042,,218.24273,25823.477,15.340647,778.47387,True,True,False
951858728,737581020,VISrl,HVA,0,2.6318044,4.7326212,200,14.723017,108.61373,3,22,10,5,200,True,False,48.710085,-647.76566,14.723017,108.6137,5.5245885,True,False,False,False,1.9348402,3.5046225,8.8822497,13.276097,9.9560361,1.5220709,,108.6137,6964.4488,13.276097,575.6549,True,True,False
951858738,737581020,VISrl,HVA,0.003,2.7136536,1.6906757,200,21.661673,181.30775,1.0864198,8,10,15,200,True,False,51.532254,-999.3375,21.661673,181.30769,1.7664364,True,False,False,False,0.81469105,14.137586,9.9783255,6.0801204,7.4351919,0.89313396,,181.30769,17104.625,7.4351919,196.88367,True,True,False
951858815,737581020,VISrl,HVA,0,1.4375993,14.374185,400,73.667736,1037.3142,74.641975,142,12.5,0,400,True,False,28.886797,-3671.4877,73.66773,1037.319,17.238471,True,False,False,False,69.071997,-1.345539,0.83416665,18.342075,13.500511,13.124148,,1037.319,332808.91,18.342075,1078.4599,True,True,False
951858785,737581020,VISrl,HVA,0,2.1699843,13.502637,600,60.694413,625.89726,79.654321,159,13.333,-11.667,600,True,False,34.685252,-2458.5764,60.694411,625.89721,22.490689,True,False,False,False,69.492243,13.292345,-7.2339607,13.709182,16.274522,11.849601,,625.89721,165446.3,16.274522,971.68418,True,True,False
951858846,737581020,VISrl,HVA,0,2.1541107,7.2445427,500,30.201617,265.3774,45.641975,145,14,2,500,True,False,40.836512,-1358.5459,30.201617,265.37766,33.400825,True,False,False,False,30.651966,6.7639115,2.2848692,18.013034,17.490655,7.7739102,,265.37766,34905.984,18.013034,1372.1396,True,True,False
951858856,737581020,VISrl,HVA,0,1.7850286,21.285146,600,50.882122,500.41699,106.37037,219,13.333,5,600,True,False,36.291704,-2131.7212,50.882119,500.41611,32.66289,True,False,False,False,86.114295,-0.14801597,2.9699577,23.85372,19.990698,16.040119,,500.41611,110892.4,23.85372,2076.7748,True,True,False
951858867,737581020,VISrl,HVA,0,1.8699764,13.819804,300,42.757522,447.10436,231.4321,620,10,10,300,True,False,47.398763,-2129.9942,42.75752,447.10485,120.21984,True,False,False,False,193.31096,8.8820977,7.1105588,12.670806,14.587443,13.897527,,447.10485,83258.238,14.587443,804.9868,True,True,False
951858877,737581020,VISrl,HVA,0,1.0788511,23.81613,1000,153.12107,1690.1277,187.33333,230,14,25,1000,True,False,67.566294,-4997.0378,153.1213,1690.0392,24.079809,True,False,False,False,179.64236,11.187625,25.148469,17.1459,29.151031,15.405952,,1690.0392,1127035.8,29.151031,2176.805,True,True,False
951858908,737581020,VISrl,HVA,0,1.1642691,8.4374937,300,15.734753,123.4144,26.728395,155,13.333,6.667,300,True,False,47.12696,-604.69609,15.734753,123.41435,46.243771,True,False,False,False,13.32513,3.0069302,7.1874018,19.227787,12.328621,6.3640013,,123.41435,8457.2841,19.227787,1032.4027,True,True,False
951858918,737581020,VISrl,HVA,0,2.3540873,12.289036,300,2007.4186,2595.589,133.50617,240,13.333,26.667,300,True,False,3099.3228,7219.731,2008.9211,2597.4312,33.54086,True,False,False,False,126.8799,10.221087,24.305182,12.134894,7.9868954,26.620296,,2597.4312,22725438,12.134894,422.10386,True,True,False
951858972,737581020,VISrl,HVA,0,1.166418,8.0414318,100,1490.2952,2911.3663,89.148148,176,10,0,100,True,False,3195.5444,7266.4849,1488.6532,2907.0886,18.865007,True,False,False,False,86.809089,13.684064,2.5135282,2.9115563,6.2042452,15.135432,,2907.0886,18847647,6.2042452,78.671869,True,True,False
951858992,737581020,VISrl,HVA,0,1.1894689,4.60819,400,26.938755,281.68828,32.716049,112,12.5,10,400,True,False,49.024595,-1475.6337,26.938755,281.68826,30.246787,True,False,False,False,23.43669,6.6013789,8.7549442,16.793964,14.168522,5.4497841,,281.68826,33048.488,16.793964,1036.2943,True,True,False
951858886,737581020,VISrl,HVA,0,1.1387147,7.1630006,1100,132.15941,739.43451,89.123457,147,83.077,1.538,1300,True,False,80.829881,2819.9542,132.15949,739.43409,20.511525,True,False,False,False,76.306422,82.080357,3.6054534,17.107919,43.018031,15.890716,,739.43409,425601.49,43.018031,3205.1846,True,True,False
951858930,737581020,VISrl,HVA,0,1.8780281,6.9506733,900,55.7356,341.17325,77.592593,189,14.444,-12.222,900,True,False,25.011463,-1630.128,55.735607,341.17313,32.547155,True,False,False,False,57.744288,11.456025,-11.328216,15.585016,23.695851,10.104925,,341.17313,82815.741,23.695851,1608.3661,True,True,False
951858950,737581020,VISrl,HVA,0,1.8048083,2.1195662,800,21.195911,39.322522,58.098765,189,18.75,1.25,800,True,True,43.307248,-34.584112,21.195911,39.322518,57.33114,True,False,False,False,28.847892,20.442551,2.4251492,17.770032,15.588725,11.742407,,39.322518,3629.934,17.770032,1206.4356,True,True,False
951858960,737581020,VISrl,HVA,0,2.1036574,8.0181341,500,86.47832,485.56493,66.91358,153,12,-4,500,True,False,12.165912,-2208.6275,86.478108,485.56554,21.358433,True,False,False,False,55.442583,10.809848,-4.2244261,14.187362,19.517796,11.369579,,485.56554,182877.12,19.517796,1205.9735,True,True,False
951859022,737581020,VISrl,HVA,0,2.3075145,16.850631,900,38.965109,170.00797,155.14815,304,23.333,8.889,900,True,True,50.914496,-141.11584,38.965109,170.00825,57.531749,True,False,False,False,129.86664,26.896858,10.244502,18.094859,12.320764,14.867253,,170.00825,28850.359,18.094859,970.95295,True,True,False
951859033,737581020,VISrl,HVA,0,1.433104,4.9041774,300,863.53341,516.12171,67.716049,140,10,-20,300,True,False,-643.70124,-1879.0712,867.77242,519.04232,24.480523,True,False,False,False,60.824756,13.700528,-17.908436,7.9839669,16.035657,12.709411,,867.77242,1961615.8,16.035657,557.58468,True,True,False
951859055,737581020,VISrl,HVA,0,2.0390029,4.1374694,200,45.020602,374.34156,26.666667,113,10,25,200,True,False,57.739254,-1878.0282,45.020606,374.34127,20.616929,True,False,False,False,22.525174,3.977231,22.273925,13.453422,7.9843459,6.3986727,,374.34127,73398.026,13.453422,467.81856,True,True,False
951859066,737581020,VISrl,HVA,0,1.7182851,16.791857,700,23.127409,37.865277,100.65432,417,14.286,2.857,700,True,True,41.161255,-56.750527,23.127409,37.865275,130.97183,True,False,False,False,28.747027,8.1876904,1.4663445,21.551931,20.749347,28.878521,,37.865275,3813.9362,21.551931,1947.5829,True,True,False
951859077,737581020,VISrl,HVA,0,1.2629889,6.0621817,600,54.920062,326.27061,58.209877,154,13.333,-8.333,600,True,False,27.738882,-1534.8777,54.920058,326.27071,24.711165,True,False,False,False,41.041383,-2.5323651,-8.2899094,25.002968,26.162743,10.296366,,326.27071,78039.487,26.162743,2848.9194,True,True,False
951859088,737581020,VISrl,HVA,0,1.8828786,5.1101507,200,29.677844,272.29035,29.641975,128,10,15,200,True,False,52.893975,-1542.964,29.677845,272.28994,28.928108,True,False,False,False,22.994322,-2.7246392,15.046035,13.266052,13.911488,7.0585568,,272.28994,35194.054,13.911488,803.74931,True,True,False
951859823,737581020,VISrl,HVA,0,3.2732396,1.4354594,300,11.23016,122.74153,4.3209877,29,10,10,100,True,False,49.601381,-620.86325,11.23016,122.74161,7.7524645,True,False,False,False,2.7351728,9.8562318,9.2213088,14.158667,8.2991275,1.9260023,,122.74161,6003.2038,14.158667,511.75268,True,True,False
951859136,737581020,VISrl,HVA,0,3.3143983,13.115047,200,-13.966161,18.515079,183.12346,1360,10,5,200,True,True,48.004356,-40.640768,13.966161,18.515079,410.61039,True,False,False,False,84.700025,9.1955098,7.9702922,11.370334,12.373238,30.915372,,18.515079,1126.1804,12.373238,612.71977,True,True,False
951859146,737581020,VISrl,HVA,0,2.1866984,6.4005286,100,11.323999,82.398296,4.8518519,38,10,10,100,True,False,49.155027,-497.34896,11.323999,82.398268,8.3413502,True,False,False,False,3.6665459,6.6350767,9.1907215,8.719017,8.1252872,2.13354,,82.398268,4063.715,8.719017,308.54007,True,True,False
951859173,737581020,VISrl,HVA,0,1.967902,20.658754,1200,30.991092,61.437796,171.62963,462,16.667,0,1200,True,True,42.318425,-81.058672,30.991092,61.437793,134.37007,True,False,False,False,66.995613,7.7953529,2.1418934,28.404408,25.069324,30.616332,,61.437793,8292.3537,28.404408,3101.228,True,True,False
951859220,737581020,VISrl,HVA,0,1.6280468,1.9061799,200,-12.196531,15.271636,25.716049,203,10,5,200,True,True,48.532119,-32.381462,12.196531,15.271635,59.057322,True,False,False,False,11.793499,10.714031,8.7417524,11.768786,10.820938,7.6372204,,15.271635,811.19861,11.768786,554.62815,True,True,False
951859230,737581020,VISrl,HVA,0,2.1138166,0.15408288,200,12.789426,-14.458345,2.2716049,32,10,10,300,True,True,48.808798,-46.108891,12.789426,14.458364,8.9131152,True,False,False,False,0.32222962,-1.0006767,8.7949424,12.458472,12.618349,1.5199471,,14.458364,805.33303,12.618349,684.65633,True,True,False
951859305,737581020,VISrl,HVA,0,1.2001585,1.1977164,200,9.9118913,12.704136,6.962963,83,10,5,200,True,True,42.809157,-31.450379,9.9118914,12.704137,23.23425,True,False,False,False,1.781716,9.3729314,2.8072295,11.772764,9.5359298,2.7585077,,12.704137,548.41209,11.772764,488.93014,True,True,False
951859252,737581020,VISrl,HVA,0,1.7189335,2.5203935,200,10.703849,11.234298,14.567901,182,10,-5,200,True,True,38.118396,-28.432869,10.703849,11.234298,48.811295,True,False,False,False,2.8316655,11.880773,-1.8579018,10.679384,10.351643,4.5856799,,11.234298,523.71046,10.679384,481.46064,True,True,False
951859264,737581020,VISrl,HVA,0,2.6524773,0.70899304,300,12.518541,11.610351,63.851852,608,10,-5,200,True,True,34.218358,-27.776295,12.518541,11.610351,183.25667,True,False,False,False,11.532536,12.489195,-5.7681555,11.055059,12.170419,19.253469,,12.518541,633.00101,12.170419,585.96533,True,True,False
951859274,737581020,VISrl,HVA,0,1.7582304,8.8875639,200,11.243779,14.678484,48.012346,426,10,5,200,True,True,43.508747,-31.982578,11.243779,14.678485,116.67157,True,False,False,False,21.524783,10.321953,3.4394651,11.893624,10.121672,10.80961,,14.678485,718.78477,11.893624,524.29028,True,True,False
951859294,737581020,VISrl,HVA,0,3.2906149,0.32616857,200,8.4005868,10.822995,13.518519,212,10,5,200,True,True,42.350173,-29.68579,8.4005868,10.822995,51.100114,True,False,False,False,3.3136021,10.764556,2.3372806,10.209853,8.1366401,5.2696604,,10.822995,395.9701,10.209853,361.80114,True,True,False
951859324,737581020,VISrl,HVA,0,1.7900436,0.74182169,400,12.639984,11.12186,22.716049,213,12.5,0,400,True,True,41.460008,-26.331279,12.639984,11.12186,69.849406,True,False,False,False,3.4995843,13.765388,1.451024,10.752996,12.336355,4.6444634,,12.639984,612.2507,12.336355,577.72569,True,True,False
951859334,737581020,VISrl,HVA,0,1.3209969,11.607577,200,16.925443,179.68908,56.283951,299,10,5,200,True,False,45.816365,-1055.4394,16.925443,179.68903,78.349231,True,False,False,False,40.542633,9.6214788,6.0062709,10.800013,9.3523596,12.03807,,179.68903,13245.456,10.800013,439.89679,True,True,False
951859355,737581020,VISrl,HVA,0,3.8879491,0.15461237,100,7.5783404,6.5192545,0.58024691,11,10,5,200,True,True,43.432562,-24.338084,7.5783404,6.5192543,2.6939776,True,False,False,False,0.092963592,15.636017,3.461481,6.3753605,7.4708846,0.81974177,,7.5783404,215.16784,7.4708846,207.43503,True,True,False
951859379,737581020,VISrl,HVA,0,2.67063,0.17261518,400,2.6236456,6.1356234,0.24691358,5,15,5,400,True,True,44.778433,-22.833479,2.7902046,6.1356241,1.1538786,True,False,False,False,0.064906585,17.114034,4.8031809,6.0027068,2.615476,0.25151172,,6.1356241,74.559008,6.0027068,68.375921,True,True,False
951862438,737581020,VISpm,HVA,0,2.232038,5.2848839,400,475.25664,373.03398,18.37037,50,17.5,-27.5,400,True,False,-1321.4008,-762.87868,475.70047,370.95866,6.3950047,True,False,False,False,16.476812,17.182932,-25.931554,16.682948,6.5332335,4.7900802,,475.70047,768536.38,16.682948,474.68587,True,True,False
951862494,737581020,VISpm,HVA,0,1.350976,6.4090005,1100,907.55488,163.41702,216.7037,302,67.273,-25.455,1100,True,False,-3311.5494,39.631814,907.5547,163.41722,46.348435,True,False,False,False,199.49695,70.648066,-27.208414,39.060776,10.844744,13.812615,,907.5547,645915.89,39.060776,1844.8689,True,True,False
951862650,737581020,VISpm,HVA,0,2.0322694,11.791311,1000,492.25314,87.662999,256.83951,435,23,-22,1000,True,False,-1946.6737,-35.522934,492.25247,87.662876,49.169124,True,False,False,False,208.44384,19.842426,-23.951549,28.961034,17.12109,18.27141,,492.25247,187935.56,28.961034,2159.488,True,True,False
951862590,737581020,VISpm,HVA,0,2.4017273,7.1375848,700,384.22073,97.431448,129.51852,276,22.857,-25.714,700,True,False,-1744.6522,-58.121058,384.22053,97.431497,35.120458,True,False,False,False,99.960848,16.015868,-30.865054,34.114088,17.059867,11.748365,,384.22053,163036.66,34.114088,2534.6309,True,True,False
951862747,737581020,VISpm,HVA,0,1.3183627,0.90755344,700,164.18153,39.032276,29.08642,121,28.571,-27.143,700,True,False,-915.21087,-7.6472761,164.18137,39.03228,30.492261,True,False,False,False,16.564504,31.929982,-26.153529,29.678149,8.1096673,7.6131956,,164.18137,27909.568,29.678149,1048.2025,True,True,False
951862764,737581020,VISpm,HVA,0,2.6550351,1.9993709,500,10.395566,13.051765,3.0493827,28,22,-26,500,True,True,16.602076,-14.652202,10.395566,13.051765,4.2771509,True,False,False,False,1.2609729,25.233113,-23.26789,11.365922,9.3841875,1.7824671,,13.051765,590.91186,11.365922,464.5224,True,True,False
951862798,737581020,VISpm,HVA,0,2.6223429,0.81859838,1000,314.51177,68.253497,7.4197531,23,30,-26.667,900,True,False,-1648.5892,-17.002621,314.51166,68.253544,4.9522049,True,False,False,False,5.4690539,24.951906,-26.309301,40.514378,8.2488458,3.1109718,,314.51166,93490.458,40.514378,1455.4848,True,True,False
951862805,737581020,VISpm,HVA,0,1.3718923,1.4619341,1300,327.687,95.894172,58.987654,141,39.231,-26.154,1300,True,False,-1609.5916,-14.524826,327.6872,95.894187,31.185919,True,False,False,False,42.571732,39.697618,-27.171207,46.926694,12.570998,12.089223,,327.6872,136853.87,46.926694,2569.183,True,True,False
951862842,737581020,VISpm,HVA,0,1.16423,0.57397196,500,211.09569,46.261279,11.111111,67,28,-26,500,True,False,-1096.461,-21.687754,211.09482,46.261251,10.345085,True,False,False,False,7.7470676,28.032589,-22.867528,12.274964,6.2643833,5.0274333,,211.09482,42530.48,12.274964,334.8913,True,True,False
951867908,737581020,VISp,V1,0,2.7268279,2.6480016,300,8.7293125,10.858633,19.111111,145,46.667,6.667,300,False,True,46.169462,9.8464229,8.7293125,10.858633,15.936057,True,False,False,False,9.7729771,50.011117,5.9630553,9.5147291,7.5613587,4.748213,,10.858633,412.8198,9.5147291,313.32972,True,True,False
951868026,737581020,VISp,V1,0.001,2.5215707,9.9608491,400,1416.6768,1329.5009,40,69,90,-5,400,True,False,3189.5347,3346.9235,1420.0035,1332.5302,11.349203,True,False,False,False,39.467826,39.978482,33.924806,2.0160498,3.710132,11.058593,,1420.0035,8240845.9,3.710132,32.575864,True,True,False
951867976,737581020,VISp,V1,0,2.7459696,4.9550088,200,7.9630641,10.313135,8.4691358,88,45,10,200,False,True,49.894952,1.2622634,7.9630641,10.313135,13.371769,True,False,False,False,4.4407916,41.191255,9.9152696,8.8941426,7.1461493,2.5628425,,10.313135,357.66483,8.8941426,276.80983,True,True,False
951868041,737581020,VISp,V1,0,2.5772976,6.3909977,700,63.847163,3491.0946,38.753086,58,85.714,-17.143,700,True,False,38.57912,9831.1315,63.847163,3491.0164,9.0731407,True,False,False,False,38.1238,24.705915,5.6729608,5.3185211,2.8057489,6.6833955,,3491.0164,970730.84,5.3185211,64.989773,True,True,False
951868056,737581020,VISp,V1,0,2.2907268,2.0660872,200,8.2782589,11.283526,1.0864198,12,65,5,400,False,True,48.877346,25.454821,8.2782589,11.283526,2.5730282,True,False,False,False,0.48368902,65.766889,8.834823,9.9841954,7.6325574,0.93758101,,11.283526,406.80769,9.9841954,331.88566,True,True,False
951868083,737581020,VISp,V1,0,1.8659714,2.1020929,300,9.7652425,12.823767,25.753086,227,53.333,6.667,300,False,True,48.578074,12.343705,9.7652425,12.823767,21.803119,True,False,False,False,5.2478404,52.339403,8.6040692,12.221261,9.3737724,6.6338289,,12.823767,545.38598,12.221261,498.92558,True,True,False
951868100,737581020,VISp,V1,0,1.8339059,3.4390663,400,8.430671,15.665791,8.0617284,52,55,5,400,False,True,42.178436,16.598068,8.430671,15.665791,13.377625,True,False,False,False,4.0425419,56.920032,2.3046812,13.314948,7.0616613,2.9776414,,15.665791,575.20121,13.314948,409.49792,True,True,False
951868117,737581020,VISp,V1,0,2.24375,0.47813347,500,26.164941,24.787554,4.8888889,26,63.333,6.667,300,False,True,48.018058,17.076801,26.164941,24.787554,3.8311927,True,False,False,False,3.7714632,61.692915,8.8791217,9.7059221,6.3964757,2.1064366,,26.164941,2824.6118,9.7059221,270.38518,True,True,False
951870270,737581020,VISp,V1,0,3.1523048,0.21921069,300,9.2246219,8.9616915,1.1358025,12,63.333,13.333,300,False,True,50.880713,22.053395,9.2246218,8.9616914,2.4367035,True,False,False,False,0.4490483,62.208795,11.039177,8.2073726,8.7011447,1.1244449,,9.2246218,360.03431,8.7011447,311.01825,True,True,False
951868133,737581020,VISp,V1,0,2.4259641,3.0138823,300,6.5462482,9.0312284,4.4691358,65,56.667,-3.333,300,False,True,38.537483,18.554427,6.5462482,9.0312284,13.895688,True,False,False,False,1.7470387,58.576695,-1.5955357,8.4896202,6.2075443,2.0591011,,9.0312284,257.48066,8.4896202,229.51624,True,True,False
951868151,737581020,VISp,V1,0,1.5156576,3.5481421,500,23.728763,24.419551,3.9012346,17,62,6,500,False,True,48.515535,20.938676,23.728763,24.419551,3.1270465,True,False,False,False,2.7786037,62.513815,7.7412859,14.072288,8.1955068,1.9815941,,24.419551,2523.586,14.072288,502.27997,True,True,False
951868179,737581020,VISp,V1,0,2.13688,2.9566969,300,47.032246,52.500206,9.9259259,31,48,6,500,False,True,47.766119,4.6947337,47.032246,52.500207,5.7233669,True,False,False,False,8.4404577,48.840524,4.9180693,10.276089,6.0159818,3.8643996,,52.500207,10753.803,10.276089,269.24008,True,True,False
951868197,737581020,VISp,V1,0,1.5225289,3.9680312,700,37.226151,32.835437,7.9382716,23,54,8,500,False,True,43.37064,10.496397,37.226151,32.835437,3.4999025,True,False,False,False,6.5477111,51.54698,7.1115432,9.5053979,13.726145,2.9055194,,37.226151,5323.4878,13.726145,568.23007,True,True,False
951868213,737581020,VISp,V1,0,2.3698784,30.87429,400,31.449719,33.081975,53.135802,172,55,5,400,False,True,40.187524,15.297345,31.449719,33.081975,31.37301,True,False,False,False,43.884312,56.392876,4.8832134,9.7194967,7.2695722,11.500536,,33.081975,4531.2031,9.7194967,307.72159,True,True,False
951868229,737581020,VISp,V1,0,2.1766116,13.141522,400,24.034859,25.554623,3.2839506,15,55,5,400,False,True,46.445461,17.377888,24.034859,25.554623,2.7718863,True,False,False,False,2.449312,57.784896,3.5372783,7.6955053,10.508515,1.6652652,,25.554623,2674.9544,10.508515,352.19553,True,True,False
951868264,737581020,VISp,V1,0,2.0544419,1.4836434,500,29.306123,40.416197,8.2716049,22,48,6,500,False,True,49.420791,7.673194,29.306123,40.416197,3.746653,True,False,False,False,6.2839937,46.780849,7.5726666,16.348009,11.184889,2.7669429,,40.416197,5158.449,16.348009,796.34618,True,True,False
951868279,737581020,VISp,V1,0,1.5787932,3.0896,400,13.3856,16.240051,5.5308642,30,55,5,400,False,True,46.806527,15.966598,13.3856,16.240051,5.2084612,True,False,False,False,3.4808833,56.198375,6.9988753,11.427281,8.1707999,2.047479,,16.240051,946.73965,11.427281,406.64255,True,True,False
951868296,737581020,VISp,V1,0,2.4103318,5.6163474,600,14.876358,18.952692,1.5555556,8,60,5,600,False,True,44.750304,21.522385,14.876358,18.952692,1.9850066,True,False,False,False,0.82747071,61.671924,4.3946848,13.596364,10.218481,1.0018994,,18.952692,1227.9279,13.596364,605.08233,True,True,False
951868313,737581020,VISp,V1,0,2.0581773,0.82018686,300,15.336662,20.75281,1.7777778,11,55,5,400,False,True,47.992132,14.366427,15.336661,20.75281,1.7240591,True,False,False,False,1.2420829,51.137105,8.0781615,7.0997878,9.120137,1.2243689,,20.75281,1386.1591,9.120137,282.00192,True,True,False
951868331,737581020,VISp,V1,0,1.9539065,4.2296015,2000,2306.4427,96.814749,42,74,45,-21.111,1800,True,False,-7291.6928,-14.388421,2304.9821,96.814715,10.037926,True,False,False,False,41.153873,29.374695,-4.8578124,4.5305313,2.6942301,8.7572947,,2304.9821,971883.6,4.5305313,53.160512,True,True,False
951868362,737581020,VISp,V1,0,1.8649891,18.125653,800,35.213222,41.200901,262.30864,514,55,10,800,False,True,47.394672,13.01373,35.213222,41.200901,57.695197,True,False,False,False,204.37347,53.547378,8.9873819,18.162169,12.840888,17.560248,,41.200901,6318.5556,18.162169,1015.7062,True,True,False
951868375,737581020,VISp,V1,0,3.3280291,14.944451,900,82.857786,1906.2736,45.37037,78,75,-15,800,True,False,31.853504,6141.1126,82.857798,1903.3016,14.621708,True,False,False,False,43.180883,72.672179,-14.944775,11.066496,6.4294332,11.160966,,1903.3016,686825.39,11.066496,309.87615,True,True,False
951868390,737581020,VISp,V1,0,1.9592696,3.8335396,700,26.310299,30.800119,28.271605,82,60,5,600,False,True,46.420056,19.299544,26.310299,30.800119,15.470121,True,False,False,False,18.990406,60.275621,6.2100391,15.734675,12.875931,6.2952461,,30.800119,3529.2588,15.734675,882.35172,True,True,False
951868404,737581020,VISp,V1,0,2.4834926,11.098733,500,29.196785,38.519415,80.839506,223,68.333,8.333,600,False,True,45.633688,17.000437,29.196785,38.519415,36.191533,True,False,False,False,53.26814,62.114498,6.456256,21.183276,15.394618,20.874386,,38.519415,4898.0142,21.183276,1420.2584,True,True,False
951868418,737581020,VISp,V1,0,1.9554775,7.0062702,500,47.216997,79.771906,77.765432,151,85,-10,600,True,True,30.328221,23.272984,47.216997,79.771906,34.556126,True,False,False,False,69.635108,38.299406,-6.7287622,9.7280797,16.895858,23.295198,,79.771906,16404.147,16.895858,715.83461,True,True,False
